,Unnamed: 0,rating,userName,review,title,isEdited,date,Positive,Negative,Neutral,Compound,Sentiment
2062,2062,5,hoggc,access money pay bill move money pay money gift would without thank well done barclays,Excellent app,False,2020-04-16 09:27:36,0.148,0.343,0.51,-0.2081,Negative
2063,2063,5,Another un-happy player,last update app keep crashing wen trying transfer money,"Rubbish, keeps crashing",False,2020-02-27 21:31:07,0.0,0.0,1.0,0.0,Neutral
2064,2064,3,MonkeyFunk2,everybody everybody us fingerprint id function find quite ridiculous limited many time use give user option use use small number time disappointed,Fingerprint ID,False,2020-04-07 21:04:18,0.047,0.295,0.658,-0.7764,Negative
2065,2065,5,mac archie,convenient easy time saving ignore negative press around barclays want simple easy manage bank account app,Online banking,False,2020-02-20 12:00:48,0.292,0.255,0.453,-0.0258,Neutral
2066,2066,5,Saznsoph,excellent app write pending transaction facility disappeared need function keep track keep date transaction bring back please,Excellent app,False,2019-11-29 12:52:53,0.274,0.087,0.639,0.6249,Positive
2067,2067,5,PeteButler,feel like dont know whats taken account cant check pending payment option gone,Give us back the option to see pending payments!,False,2019-11-28 07:09:05,0.172,0.0,0.828,0.3612,Positive
2068,2068,5,Dozy Ros,checked account super quick phone call say account used fraudulently problem thank goodness,Quick and easy,False,2019-11-14 14:36:56,0.445,0.128,0.427,0.7717,Positive
2069,2069,5,Baron Von Clarke,there dead end whenever try view statement view statement fine cant go back clear enough pretty silly mistake part tbh,Dead end when viewing statements,False,2019-09-26 16:32:56,0.21,0.307,0.483,-0.5837,Negative
2070,2070,4,ETnptn,working time smooth efficient new player coming block interesting see barclays develops capability disappointment cannot pay barclaycard account directly,Smooth,False,2019-11-13 09:48:57,0.252,0.23,0.519,-0.1037,Negative
2071,2071,5,Adam_LR_Morgan,app useful since local branch shut also super useful easy use everyone sort banking need click,Barclays app,False,2019-08-23 05:58:08,0.512,0.0,0.488,0.9118,Positive
2072,2072,5,asterius.masterworks2031,dear barclays enjoying online banking app helping manage account effectively enables see spending money importantly aid help save overspend essential tool managing account managing life,Enjoying Online Banking,False,2019-07-26 17:08:54,0.517,0.0,0.483,0.9538,Positive
2073,2073,5,#rant_about_adverts✌️,brilliant easy use check fund time anywhere went see sofa one day liked much sat arranged loan transferred money account took sofa home nothing le brilliant,Dave moss,False,2019-07-18 20:48:27,0.377,0.0,0.623,0.9231,Positive
2074,2074,5,Mr. LJB,go phone mobile banking see rainbow colour barclays logo im offended ive deleted app go back normal dont want celebrating pride every time unlock phone,Barclays Logo,False,2019-07-02 17:08:31,0.0,0.282,0.718,-0.7396,Negative
2075,2075,5,DMCauldfield,love rainbow flag new update best secure banking app market change logo security concern fact people believe could scary really concern probably people answering fraudsters call transferring fund,Rainbow Flag,False,2019-06-28 16:47:37,0.316,0.158,0.526,0.765,Positive
2076,2076,5,Bill of Streatley,think good app exit system fine well done barclays 60 year sadly unable another 60 year,HarryBill,False,2019-01-30 19:03:12,0.315,0.13,0.556,0.4588,Positive
2077,2077,4,Mwari wakatendeka,barclay mobile banking easy use every thing straight forward however pending transaction need included always current account credit card,Barclay mobile banking,False,2019-04-04 13:24:26,0.316,0.0,0.684,0.7506,Positive
2078,2078,5,topjockey 1,even though basic account far appeal main bank thing need online banking app super highly recommend,Fantastic,False,2019-01-29 10:20:34,0.323,0.0,0.677,0.7713,Positive
2079,2079,5,Goudhurst tart,app much easier going search engine etc banking fingertip especially travel 10 13 mile barclays bank good,Easier banking,False,2019-01-25 10:54:16,0.275,0.0,0.725,0.6908,Positive
2080,2080,5,Infectioncontrol,delete download time want use reported nothing say problem resolved thinking changing bank,Barclays app not working for 10 days now,False,2018-10-25 14:01:34,0.236,0.101,0.663,0.2593,Positive
2081,2081,1,Lozerella,used work fine came last update wouldnt work older ipads apologised rectified problem sorted latest update get compatible ipad looked app support gave looking help couldnt find easily im disabled need app cheaper change bank get new ipad go back telephone banking io version 935,Was fine. Now not compatible with my iPad,False,2019-01-13 01:37:37,0.164,0.09,0.745,0.4337,Positive
2082,2082,5,JycMayne,let keep date finance either iphone ipad useful able transfer account pay bill direct thoroughly recommended,Brilliant app,False,2018-10-21 19:53:10,0.257,0.072,0.67,0.5563,Positive
2083,2083,5,KTC42,hi someone trying bank transfer called find swift iban number wasnt clear wasnt complete info problem,International bank transfer,False,2018-05-02 12:29:21,0.274,0.112,0.614,0.2901,Positive
2084,2084,2,Eugegall,soon launch app automatically log using face id app cant use pinsentry find awkward move face away phone order stop automatically logging thus allowing use pinsentry properly hsbc app understands nail choice soon launch app want without automatically logging,Annoying Login,False,2018-08-13 08:56:58,0.032,0.092,0.876,-0.3612,Negative
2085,2085,5,squiddley,since using barclays app impressed every new release truly step forward unusual update apps usually make harder use barclays well done thanks,Building on excellence,False,2018-03-22 12:30:59,0.379,0.0,0.621,0.875,Positive
2086,2086,3,Looking for Work!,use app time id lost without fund limited need know every penny app update quickly know whats going send receive money easily ideal cheque imaging available app get 5 star would saved two day hassle,Excellent!,False,2018-04-05 16:53:36,0.247,0.055,0.698,0.7885,Positive
2087,2087,5,teebe69,easy use basic go transfer fund check balance easily without log pc like card payment show instantly,Easy on the go banking,False,2018-03-09 10:45:01,0.248,0.099,0.654,0.4922,Positive
2088,2088,5,Andrewkeys,using app past 2 year constantly getting updated improve service easy transaction far would personally recommend app use everyday,GREAT APP ALL ROUND,False,2018-03-08 18:20:55,0.356,0.0,0.644,0.8074,Positive
2089,2089,5,That whole,would easier saving current account could share saved receiver contact,Share receivers both saving and current,False,2018-02-28 18:29:00,0.527,0.0,0.473,0.7783,Positive
2090,2090,5,Katieannsenior,used great app recent upgrade meant consistently see message request cannot processed please try later really frustrating,Gone downhill,False,2018-02-17 10:21:23,0.176,0.222,0.602,-0.0142,Neutral
2091,2091,5,Wing-Commander,great app everything need easy navigate userfriendly especially dont like computer apps secure always updated future,Barclays Banking App,False,2018-01-07 11:46:05,0.395,0.1,0.504,0.7913,Positive
2092,2092,5,hampshire lady,easy use clear fast love fact use app everywhere time use app every day happy really dont go bank anymore,Can't live without this App!,False,2017-12-17 10:40:54,0.456,0.0,0.544,0.9246,Positive
2093,2093,5,rpdmallett,used great use quick reliable crash often pain almost worth switching bank get mobile banking app work currently rubbish sort please,Keeps on crashing,False,2017-12-04 18:03:04,0.267,0.2,0.533,0.2516,Positive
2094,2094,5,JayDee38,find app frustrating load tried deleting app reloading still problem opened find useful,On-line banking app.,False,2017-08-16 09:34:44,0.157,0.303,0.541,-0.4019,Negative
2095,2095,1,Greeneyed Greek,every updated version theyve launched work slow last version even frustrating layout requires action simple task doesnt even show amount making transfer account hidden keyboard iphone 7 incredible business much resource get wrong time time,Touch ID,False,2017-11-17 08:59:12,0.039,0.156,0.805,-0.6705,Negative
2096,2096,2,Coralglaister,app working advised barclays tech download since time told sorry problem please try ignore carry problem also paying someone unable put reference payment better,Blips since I had to re download app,False,2017-11-04 08:28:37,0.16,0.284,0.556,-0.4588,Negative
2097,2097,4,MikePDQ,cant reorder account list replaced iphone find im left inconvenient account list order assured would fixed next upgrade new ipad,Reorder accounts,False,2022-01-21 11:31:29,0.109,0.105,0.786,0.0258,Neutral
2098,2098,3,Hsichqvciehao,longer view pending transaction really frustrating view screen seemed double size please put back previous version worked well,Latest update,False,2022-01-05 13:11:21,0.195,0.141,0.664,0.0534,Positive
2099,2099,1,Glenn12345s,please explain sense forcing update app appstore use pay someone could see transaction occurred instead watch 5 minute poor link app updatedcompletely bonkers think user thing,Update,True,2022-01-06 16:43:13,0.08,0.156,0.764,-0.296,Negative
2100,2100,5,AnnabellaMaria,easy pay monthly credit card use receive benefit rather using debit card,Regularly useful,False,2021-11-26 15:52:32,0.475,0.078,0.447,0.7964,Positive
2101,2101,5,Paddiperkins,like using app quick simple log use find use computer much convenient,At my finger tips,False,2021-07-21 09:11:33,0.185,0.0,0.815,0.3612,Positive
2102,2102,1,CW0007007,slow open slow load slow navigate balance dont refresh transfer money internally externally nightmare force quit reopen app every time make transfer get true balance iphone 13pro max latest io response update behaving like last year old iphone xpro,garbage,True,2021-10-20 17:33:20,0.125,0.0,0.875,0.6486,Positive
2103,2103,3,KayKas007,touch id face id receive notification makereceive payment working matter many time toggle basically feature option toggled please fix asap ta,Feature Issues,False,2021-10-12 07:59:05,0.152,0.0,0.848,0.34,Positive
2104,2104,2,Wolves1986,considering ive barclaycard credit card around 45 year showing app ive approved current account almost week since account opening barclaycard account still isnt showing within app,Barclaycard Fail,False,2021-07-28 23:30:55,0.184,0.0,0.816,0.6597,Positive
2105,2105,5,Rltjae,easy use especially time made life little easy accomplish thing stay top thank barclays fir help,So convenient,False,2021-02-10 11:36:52,0.605,0.0,0.395,0.9235,Positive
2106,2106,1,AMITUOFO 2012,recent 2 version app extremely slow respond take almost second tap respond quite annoying user may attempt tap place second tap directed subsequent page usually setting thank reading namo amituofo,Extremely slow to respond - please fix,False,2021-07-20 05:55:46,0.077,0.092,0.831,-0.1263,Negative
2107,2107,3,Dalek501,app getting better general last year cheque paying system still real pain rarely work even bright light dark background,Cheque paying in still broken,False,2021-04-20 09:21:15,0.118,0.232,0.65,-0.4226,Negative
2108,2108,1,Shekhar Grover,tried open bank account barclays visited bank told app open app asks registration card even dont account visit website link app store open account app doesnt feature kind service,Wrong information,False,2021-03-13 00:34:47,0.0,0.09,0.91,-0.4168,Negative
2109,2109,5,Βillybandit,feel really safe using app made dealing finance much easier especially difficult time,On line banking,False,2020-12-23 09:54:06,0.319,0.149,0.532,0.4939,Positive
2110,2110,5,Conny oney,find invaluable make life much easy everything finger tip ransford,Barclays banking App. The app is amazingly simple to use and very safe and secure to use,False,2020-12-18 07:20:50,0.244,0.0,0.756,0.4404,Positive
2111,2111,5,Kirsty Wild Things,become go way business banking love way streamlines personal business use enables store key document,Fast and efficient,False,2020-12-02 15:02:24,0.231,0.0,0.769,0.6369,Positive
2112,2112,5,Swordhand,dont like fact see hidden account home page please make option see thank,Great app but..!,False,2020-11-13 10:28:58,0.284,0.125,0.591,0.3999,Positive
2113,2113,5,wildheather1,barclays app easy use phone rather computer even managed send photo cheque bank cleared thank,Easy!,False,2020-07-11 10:54:55,0.362,0.0,0.638,0.7003,Positive
2114,2114,5,myshka61,im technophobe relatively avoided online banking app intuitive keep getting better fabulous often say relation anything bank related,Barclays app.,False,2020-07-08 06:48:09,0.266,0.101,0.633,0.5994,Positive
2115,2115,5,sosomi1,easy access make payment organise payment layout fantastic always access site abroad easily,Feedback,False,2020-06-19 09:45:10,0.471,0.0,0.529,0.836,Positive
2116,2116,4,jamiedgordon,great app apart one problem push notification button stay green exit app get push notification app,Could be 5 stars but. .,False,2020-06-30 11:55:40,0.197,0.13,0.673,0.34,Positive
2117,2117,5,Moi7567,photo option paying cheque doesnt seem work eventually get app take photo state unusable,Paying in a cheque,False,2020-01-27 13:33:39,0.0,0.0,1.0,0.0,Neutral
2118,2118,5,Holborn2,able see smart investor detail hopefully step nearer able trade via phone,New features are great and more have been added like electronic paying in for cheques,False,2019-12-31 09:58:14,0.351,0.0,0.649,0.6597,Positive
2119,2119,5,Jessy1963,always happy help banked 34 yr wouldnt change bank staff excellent online banking app im good computer even manage keep simple well done,Service,False,2019-12-14 10:17:01,0.456,0.0,0.544,0.9337,Positive
2120,2120,5,Accounting critic,great banking go dont inconvenience getting computer transaction security tight always manage,Banking on the go Great app. iPhone need to brig back finger print recognition,False,2019-12-03 06:55:23,0.489,0.0,0.511,0.8229,Positive
2121,2121,5,pachapoole,dont know managed without app tbh quick simple convenient banking fingertip everything need including pay cheque older relative love,Fast convenient banking,False,2019-10-26 10:49:09,0.186,0.062,0.752,0.5859,Positive
2122,2122,5,Truhlik,app allows full instant overview current account saving schedule payment including credit card potential personal loan one easy understand app,Useful app,False,2019-09-29 08:32:45,0.234,0.0,0.766,0.6705,Positive
2123,2123,4,OA1004,moved u uk one banking apps force change uk appstore download update surely globalised world live barclays global bank make app accessible u appstore like rest peer,Good but one key issue...,False,2019-10-02 01:34:14,0.19,0.0,0.81,0.6597,Positive
2124,2124,5,ViorelMP,app amazing everything love regarding new update missing back button view statement probably small fix 5 star app,Amazing app - All you need,False,2019-09-19 00:41:33,0.331,0.091,0.579,0.7783,Positive
2125,2125,5,Kitmaria,there nothing cant app barclays enhancing customer experience great see change make life easier least banking wise way go barclays,Amazing app improving every time,False,2019-06-25 04:50:14,0.37,0.0,0.63,0.875,Positive
2126,2126,1,ashlea20,possible give star would app never work barclaycard app work ridiculous absolutely useless made want change account reliable bank apps work actually view account make payment without go 6 mile town branch also never open convenient time bank app rubbish,Worst,False,2019-07-30 12:28:25,0.036,0.13,0.834,-0.6161,Negative
2127,2127,5,susysu2,pleased downloaded app even though problem begin received help kind lady barclays kettering getting confident still worry making error onwards upwards,Barclays app,False,2019-06-01 18:26:07,0.354,0.241,0.406,0.5994,Positive
2128,2128,5,Mark smith crime time,best thing ever never proplem fantastic app phone dont thing every phone ive brilliant give 5 star day,On everyphone I’ve had this app,False,2019-05-14 19:03:17,0.321,0.117,0.562,0.7249,Positive
2129,2129,4,Prince_Barin,overall really pleased everything would expect banking app new delayed logout feature address one real niggle loggedout automatically soon switch screen another app,Great,False,2019-05-17 05:56:26,0.122,0.073,0.805,0.3167,Positive
2130,2130,5,Irthiqa,quick easy use responsive online banking made much easy used banking apps well barclays feature well presented quickest,Best Banking App,False,2019-05-09 12:58:37,0.49,0.0,0.51,0.8885,Positive
2131,2131,5,angiejbeare,technically minded found app extremely easy straight forward fact anything reason access would lost indeed,Very easy,False,2019-04-25 15:35:05,0.273,0.117,0.61,0.4716,Positive
2132,2132,3,Andreeeeeeerr,app immediately log switch screen another app rather inconvenient need check detail another app input information barclays app understand perhaps securing perhaps 10 30 delay log would good,Immediate log out,False,2019-04-25 18:09:39,0.153,0.139,0.708,0.128,Positive
2133,2133,5,Ncblondon,issue ipad iphone go register app make enter passcode crash,Can’t even get past first stage to enter passcode,False,2019-02-28 14:34:17,0.0,0.231,0.769,-0.4019,Negative
2134,2134,4,LJM1971,ive using app manage money work great little frustrating cheque paying function sometimes time vanished,When it works it’s great,False,2019-03-23 13:20:49,0.208,0.132,0.66,0.3597,Positive
2135,2135,5,Arseni883,impressive great app use every day easy use payment check balance time anywhere dont see without app ever,Great application!!,False,2019-02-25 23:26:32,0.407,0.0,0.593,0.8834,Positive
2136,2136,2,tilda2000,app served fantastically past hour whenever try put passcode wont take input fruitlessly tried deleting downloading buuut passcode issue still cant register please fixed asap like really frustrating,I think there’s a bug??,False,2019-02-28 14:07:18,0.077,0.158,0.766,-0.3929,Negative
2137,2137,4,Katchoff,get stage taking screenshot cheque always drop app get blank screen start repeatedly get outcome branch unable help new iphone isnt work fine santander app,Problem paying in cheques on App,False,2019-02-28 11:01:27,0.095,0.13,0.775,0.0021,Neutral
2138,2138,4,skp1954,button confirm paymenttransfer low screen easily missed higher page know clicked,Transfer & Pay,False,2019-01-28 16:49:58,0.163,0.293,0.544,-0.2263,Negative
2139,2139,3,Lancesco,normally one best apps phone always forward thinking full easy access feature checked account today text massive made account show jumbo text make smaller please,What happened?,False,2019-01-30 06:37:06,0.299,0.0,0.701,0.8555,Positive
2140,2140,5,Ferry user,comparing current account saving account credit card account balance match one show balance 4000 difference,Confusing balance statements,False,2018-11-23 08:11:15,0.157,0.0,0.843,0.3818,Positive
2141,2141,5,dupssy,best way move money around easy transfer without carrying cash around beautiful important account secured protected big thanks barclays bank convenientfastperfect reliable,Mrs Matesun,False,2018-10-08 12:33:53,0.587,0.0,0.413,0.9652,Positive
2142,2142,1,Unhappy Shopper!,previous version app usually took 2 attempt getting login screen use app latest update take several attempt point update improve app use speed update need updated asap properly tested release sadly 3rd update caused issue let try get back stable app barclays,Latest update,False,2018-10-12 05:46:24,0.111,0.061,0.828,0.3182,Positive
2143,2143,5,MAV59a,tried delete payee seems add maybe able somewhere app far obvious howif,Difficult to navigate,False,2018-09-01 09:16:30,0.0,0.0,1.0,0.0,Neutral
2144,2144,5,Carolinemary61,like many others work app much convenient trying get bank see outgoings immediately control account,Easy and convenient,False,2018-05-02 19:39:14,0.152,0.0,0.848,0.3612,Positive
2145,2145,2,vonry,great app whole need going abroad section somewhere plus live chat glitch fest type many word send button disappears constant sorry cant process request message took nearly 20 minute answer yes question there time ive wasted writing youve aged barclays,‘Live Chat’ is awful,False,2018-05-24 12:44:12,0.14,0.142,0.719,0.2263,Positive
2146,2146,5,fluerie,process going well hit security detail expiry date debit card pre filled incorrect facility change correct one,Adding new payee,False,2018-04-28 18:30:15,0.231,0.0,0.769,0.5423,Positive
2147,2147,5,gymfreak123,app lifeline quick easy access quick transfer monies different accountsi constantly check balance significantly help money management,Barclays App,False,2018-04-11 14:13:52,0.272,0.0,0.728,0.6808,Positive
2148,2148,5,Cosmosinmyhead,app great wish update stopped changing thing around often tho making confusing overall app everything need,Love the app,False,2018-03-25 02:27:27,0.301,0.168,0.531,0.6124,Positive
2149,2149,4,rick865,pretty much stopped using online banking facility find mobile app need obviously issue still go online call cant remember last time good set lay,Barclays mobile,False,2018-03-29 09:40:49,0.21,0.066,0.724,0.6369,Positive
2150,2150,5,The goat 79,never fails log choose want log great app use everyday done long time 5 star round p customer service live chat top notch well done barclays devs,Brilliant app,False,2018-02-19 23:17:06,0.368,0.0,0.632,0.8635,Positive
2151,2151,5,T. D. F,trouble logging come saying there error tried deleting app restoring still cure app still work ok iphone,Poor since update,False,2017-10-27 21:24:43,0.193,0.237,0.57,-0.25,Negative
2152,2152,1,Vinny Shen,recent update render app useless use face id iphone x limit time use face id log reach limit waning message pop immediately followed another attempt login faceid trigger another warning another attempt go way break cycle cant even log passcode please update soon thanks,Urgent update needed,False,2018-01-04 12:46:48,0.127,0.105,0.768,0.0258,Neutral
2153,2153,4,Liz2567,good app allows transfer make payment quickly slow responding sometimes addition allows check purchase pending transaction,Gets the job done!,False,2017-11-01 08:50:39,0.162,0.0,0.838,0.4404,Positive
2154,2154,5,Colin fuchsia,ipad signing absolutely useless get time took 7 attempt come barclays logo 20 second screen return menu good last change format,Rubbish,False,2017-09-23 08:12:13,0.121,0.129,0.75,-0.0498,Neutral
2155,2155,3,KayW355,matter many time barclays app update never ever seems improve ui doesnt improve performance doesnt improve bug arent removed almost want move bank get better mobile banking app fact might,"Unresponsive, slow, crashes often, buggy",False,2017-10-19 03:12:50,0.11,0.227,0.663,-0.4978,Negative
2156,2156,5,Retro Stop,great app thats easy use move shame crappy link able use upgrade account still great ease payment,Very good and very easy,False,2017-08-17 11:59:05,0.435,0.214,0.351,0.7845,Positive
2157,2157,5,w1zzardd,love app easy use keep date banking transaction got fast easy straight point would recommend everyone banking barclays,Wizard,False,2017-08-16 09:07:47,0.526,0.0,0.474,0.9246,Positive
2158,2158,4,=+warren+=,app kind update cant log ease eventually found log mean leave app auto log need easily seen,Log out,False,2017-08-16 14:09:12,0.262,0.15,0.588,0.5408,Positive
2159,2159,5,Realmoody,favourite banking app far since new version app work anymore tried deleting reinstalling still work please fix,It does NOT work anymore,False,2017-08-15 11:37:47,0.126,0.0,0.874,0.3182,Positive
2160,2160,5,Blair-2016,account many bank league rest intuitive constantly updating whats possible surprise win banking app year annually,Best banking app,False,2022-01-21 10:46:15,0.296,0.0,0.704,0.7096,Positive
2161,2161,5,miss concur,absolutely amazing app secure easy use handy foe day day transaction see bank account one app havent download barclays app today,Easy to use,False,2022-01-04 18:10:31,0.327,0.098,0.575,0.7755,Positive
2162,2162,4,Recyleman,work ok logging close login screen login button bottom page everytime try close app logins iphone 14 pro,Works but,False,2022-01-19 19:22:43,0.115,0.0,0.885,0.296,Positive
2163,2163,4,BLS96_,app great easy use provides lot useful feature however quite slow time create saving goal link work,"Great app, some issues",False,2022-01-18 10:19:04,0.485,0.0,0.515,0.9055,Positive
2164,2164,3,Pablorebel77,okay app youre updating way much getting point mow update like twice week sometimes updated app le would perfect,"Its alright but, the updating is getting out of hand!",False,2022-01-05 15:11:03,0.336,0.0,0.664,0.7964,Positive
2165,2165,5,Sisi Marrone,wonderful bank,Amazing bank been with them for years can not complain excellent customer service skills,False,2021-12-29 06:28:58,0.787,0.0,0.213,0.5719,Positive
2166,2166,5,Spice Brown,convenient secure 21st century banking simply phenomenal cant live without easy convenient way banking one best convenient apps ever love barclays mobile banking,Mobile app banking,False,2021-11-11 20:18:01,0.403,0.0,0.597,0.916,Positive
2167,2167,5,nigel66666,simple quick easy use shame line banking kill job branch plus side time stuff,Does what it says on the tin,False,2021-10-29 07:36:30,0.134,0.359,0.507,-0.7096,Negative
2168,2168,1,QuickCallDave,business get lot cheque still finding many intuitive way position cheque correct lighting app scan accept latest update ive spent 30 minute given good lighting dark background shadow ive idea incantation requires pay cheque say visit branch er theyve closed,Most infuriating,False,2021-11-06 18:52:17,0.125,0.032,0.843,0.6249,Positive
2169,2169,5,Baeng1,barclays app unrecognisable clunky interface old new feature make managing account breeze,One stop shop for all my banking,False,2021-10-18 18:58:16,0.0,0.0,1.0,0.0,Neutral
2170,2170,5,Mills63,someone become competent online banking truthfully say easy learn efficient,Easy to use and efficient,False,2021-07-19 23:09:37,0.645,0.0,0.355,0.872,Positive
2171,2171,1,Ali1sy,ive trying open account via app cant get anywhere without app crashing constantly part registering waste time inconvenient use im literally repeating step open bloody account app keep crashing ridiculous,Crashes Non stop!,False,2021-09-09 06:08:48,0.0,0.29,0.71,-0.8625,Negative
2172,2172,5,poppy days,easy use keep track account easily easy transfer fund feel im control payment,My Barclays app,False,2021-03-08 01:28:16,0.451,0.0,0.549,0.802,Positive
2173,2173,2,Big Yorkie Dave,every time try something tell update app ipad tell need space delete apps cant make app efficient use capacity bank make update automatic without constantly renew apps store,Too many changes,False,2021-06-18 13:02:06,0.0,0.08,0.92,-0.3252,Negative
2174,2174,1,aramosky,last update spinning problem user app would anything app installed phone every time want use connect app store open app pain also make really nervous openinginputting account detail whilst connected app store,Update problems,False,2021-04-09 00:55:14,0.034,0.223,0.743,-0.796,Negative
2175,2175,5,welshcharm,barclays app help much best app never thought would banking app couldnt without make life much easier,It’s a must....,False,2021-02-18 00:05:45,0.409,0.0,0.591,0.8658,Positive
2176,2176,5,Charlotte Clowes,phone banking easy use take minute make payment good,Phone banking,False,2021-02-16 12:55:17,0.453,0.0,0.547,0.7003,Positive
2177,2177,5,Taniegg,barclaycard section gone excellent facilityplease bring back avoid unnecessary download multiple apps,Great app but one thing missing mysteriously,False,2020-12-11 01:36:45,0.233,0.138,0.629,0.3612,Positive
2178,2178,1,Danpk,used work well able manage credit card well app phone ive unable use app since got new phone despite going registration step apparently dont hold enough information need go branch working well back online banking go,Used to be good,False,2021-01-07 14:03:44,0.218,0.0,0.782,0.7845,Positive
2179,2179,5,ASJTinker,flexible easy use feel made banking pleasure thanks taking time stress life nice banking app thats easy use thank,Easy to use,False,2020-12-04 09:18:47,0.587,0.084,0.329,0.9413,Positive
2180,2180,5,stozek,app fixed almost immediately reported developer also contacted update well done barclays,App stoped working,True,2020-09-11 19:58:44,0.16,0.0,0.84,0.2732,Positive
2181,2181,5,AmandaNMB,always feel secure im using app easy straight forward im kept date development ha e notice advance thing changing happening,Barclays app,False,2020-08-27 12:38:53,0.39,0.0,0.61,0.8225,Positive
2182,2182,5,ssnest,couldnt without barclays app brilliant always worked perfectly give easy access account 1010,Super handy,False,2020-08-12 10:06:04,0.352,0.152,0.496,0.6159,Positive
2183,2183,5,spongebobbbbbbb🔥,app great also kid person phone u also kind recommend everyone 11 older,Amazing!!!!!!,False,2020-06-23 16:23:18,0.526,0.0,0.474,0.875,Positive
2184,2184,5,karen kia,super quick easy use safe even u old timer dont technology thank making life little simple,Review,False,2020-06-18 20:35:39,0.425,0.093,0.482,0.822,Positive
2185,2185,5,Milcomum,find easy use much handier logging website bank,Really handy app,False,2020-05-25 13:48:40,0.293,0.0,0.707,0.4404,Positive
2186,2186,5,ToxicTiger999,app brilliant finger tip cant go wrong helped keep going quarantine dont need go bank keep safe others,Ms,False,2020-04-19 20:30:08,0.382,0.0,0.618,0.8502,Positive
2187,2187,5,VioTm,last update cant start application anymore ive upgraded latest io,Application not working.,False,2020-03-01 16:39:50,0.0,0.0,1.0,0.0,Neutral
2188,2188,3,ET 37B,paying cheque facility stopped working everything else fine trying take photo cheque impossible green focus box around cheque dancing around place working fine week ago useless time need even covid19 three day trying pay chequestill doesnt want work please hurry sort tried everything suggested done anyway cheque pay simply doesnt work infuriating,cheque pay failure,True,2020-04-10 09:51:11,0.106,0.178,0.716,-0.32,Negative
2189,2189,2,Jp128.,font size big unable confirm transfer button screen wont let scroll order resolve go setting change font size phone smaller one,Doesn’t work with larger text,False,2020-03-01 18:52:27,0.115,0.0,0.885,0.3818,Positive
2190,2190,5,Amm Aman,im realy happy barclays bank facility online service good need go bank save time service got quicker online,Barclays,False,2020-02-06 16:47:33,0.395,0.0,0.605,0.8689,Positive
2191,2191,3,AMAZING!!!!!!!!😄😄😀😄😀,like fact access app extremely disappointed cant sellbuy share app something working think done,Investment account,False,2020-02-14 12:05:34,0.133,0.281,0.586,-0.4178,Negative
2192,2192,5,risheritos,happy access many banking facility without log push app button enter 6 number passcode thats,Much quicker than Internet banking,False,2020-01-24 12:41:09,0.294,0.0,0.706,0.6124,Positive
2193,2193,5,Mmf3dan,app always help send money manage finance simply issue great app clear easy use need go branch turn computer manage account,Ease of use,False,2019-12-05 07:41:45,0.42,0.0,0.58,0.9062,Positive
2194,2194,5,Uncle Toni,app efficient easy give total control money transaction used take trip bank done second,Excellent app,False,2019-12-04 12:22:15,0.322,0.0,0.678,0.6908,Positive
2195,2195,5,Cashka1976,app intuitive reliable make banking barclays really convenient love see personal business account one place,Really easy banking,False,2019-10-30 20:08:38,0.242,0.0,0.758,0.6682,Positive
2196,2196,5,gabyo2000,every time paying payee one scroll way find search facility contact starting letter j onwards spotted easily,No search option at payees screen,False,2019-10-27 16:04:14,0.138,0.0,0.862,0.34,Positive
2197,2197,5,btynek,sometimes difficult make transfer app always saying process frustrating sure cause,Making transfers,False,2019-10-16 09:07:07,0.146,0.344,0.51,-0.4767,Negative
2198,2198,5,MartUK66,far bad premier standard banking complete waste time evidently managed lack lustre personality lowest level manner made contact attempted make contact called premier manager fewer half dozen time today told person could take call would call back nada cant believe toe rag literally fuming barclays feel free get touch bothered wont switching anything anytime soon crap,Premier Banking??,False,2019-10-12 18:49:14,0.046,0.278,0.675,-0.9382,Negative
2199,2199,5,paulrlll,ive used app 18 month would recommend apart cheque reading capability requires effort also new feature added fairly often,"Great app, but...",False,2019-10-04 10:01:00,0.122,0.0,0.878,0.3612,Positive
2200,2200,5,Lm coys,happy app overall except part could see spent different company seems disappeared app,Merchant spend?,False,2019-09-29 10:54:21,0.223,0.114,0.663,0.4215,Positive
2201,2201,5,Psissn,im disgusted forced change visible phone wasnt given permission show support regime political level religion someone el belief mine,LGBT App,False,2019-07-21 20:58:02,0.108,0.255,0.637,-0.5719,Negative
2202,2202,4,Stringy Steve,love app normally paying cheque latest update bordering impossible would quicker go branch take triangular picture front back cheque,What’s up with the latest update,False,2019-09-06 08:09:53,0.189,0.0,0.811,0.6369,Positive
2203,2203,4,okyaa,thank returning app logo back original plenty way lgbt community supported changing everything rainbow flag doesnt make everyone happy changing time showed support difficult pleasing everyone time,The App Logo,False,2019-07-22 12:46:10,0.341,0.142,0.517,0.7719,Positive
2204,2204,5,The torchphoenix,dont right push support onto people device downloaded application banking reason nothing else please take,Bank logo please!,False,2019-07-03 21:45:59,0.0,0.245,0.755,-0.4973,Negative
2205,2205,5,kaellum adams,leaving bank next two day online banking change logo gay colour ive guy eight year bye,Why change the colour of the logo,False,2019-06-27 17:17:49,0.0,0.0,1.0,0.0,Neutral
